,company,title,source,time,url,label_x,score_x,label_y,score_y,label_z,score_z,zero_shot_label,zero_shot_score,Date,ticker,environmentScore,socialScore,governanceScore,Open,High,Low,Close,Adj Close,Volume
1349,Bank,Former Bank of America executive addresses AI and innovation in banking,Today at Elon,Apr 8,https://news.google.com/read/CBMisAFBVV95cUxOWi1tYUxZU2J6SHhXVlgxLVZQQzBGU0ZWU1Y1MGVjOUZCVkVrREtiQUltOWdVM3E4R1V5Ykd4QlNEX2lOemVObzd2SEJCYUVQVXZjemZIVkl6X1hsWjhPSnNSczFFYldSWW10SDY5NVYyNEhxRXpKcGtaMmhBOE5tN2JCWDE0LUFibDN5aE83bXZ6UXlwMWl0YXl6aFV1c2c4VHozeXMzZnVBa09kTGpWMw?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9964523315429688,neutral,0.9998828172683716,Neutral,0.9577767252922058,government,0.6856375336647034,2024-04-08,BAC,1.73,15.09,11.48,37.200001,37.580002,37.130001,37.5,37.2733,29470300.0
1350,Bank,"Bank of America Announces Redemption of JPY 58,500,000,000 0.383% Fixed/Floating Rate Senior Notes, due March 18, 2025",PR Newswire,Mar 1,https://news.google.com/read/CBMiggJBVV95cUxOaFpTYVA1NXlhR0IzWnk3dW1uX2trbHpFZktCZ0VhZVdmM052RTZQTzd3c0tOaEw2ZXBPYkJQYlQzUzVLQlRIbmJyLXV3Smstd3NLTmZCakpLOWk1U3BEQWFfdkpkMkV4azQxakZmblVyelZoT1luVVJ2ZmhRQTlZdkNtUXBpdjFUdEdxaDJmVl8zcWZmV3c0THAxTm5LdUwxdGNPQ1JpMnUzQmNVaFpfcEVtZXAzNmtEWnZUTDlldXVmT2lVcHhUTld6QlR5MDRiT0JmaXMzS2pUYy13TVhJNWl0Xy1LNHVIY2VHVEpycVlpVW9OQ25ib3d4UWRfMDJuTWc?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.7322306632995605,neutral,0.99987530708313,Neutral,0.9559043049812316,government,0.3622218072414398,2024-03-01,BAC,1.73,15.09,11.48,34.529999,34.650002,34.029999,34.349998,34.142342,38424200.0
1351,Bank,Bank of America Posts Earnings Beat on Investment Banking Boost,Investopedia,Jul 16,https://news.google.com/read/CBMiogFBVV95cUxQUHVBR0otWENtZWpEa1RsYmI3Ny1aRlpvdTZkRUFkYjZxWjVIQ3F2dnQzYzFFZGRpNzRGckZSZmU2R2tuZ01MMXZJeTN3ckI5YW1SdmZ1VUwwSkp1b0pmTUhrLVFPSW16VW1LVlJ4VlJoUEtnVmlvM1lSMFh5Rjc1MWk3VFphOGh6QTVWMVNUZ2hJQjNpa3dmMk84LTh3bzJWVGc?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.99680894613266,positive,0.999526858329773,Positive,0.9547644257545472,social,0.4016942977905273,2024-07-16,BAC,1.73,15.09,11.48,42.52,44.400002,42.220001,44.130001,44.130001,75953300.0
1352,Bank,Bank of America to close next year its branch at Connecticut Post Mall in Milford,CT Insider,Jun 21,https://news.google.com/read/CBMimwFBVV95cUxQU1ROeTFsdmQ0bVREbWRSRlh6QnFkSXV6VndRT3hxVk9BdmFEdkFLMEF3QTJfMGJ5NnUyOFM4dDE0QWZhY2NCM20yYUxhYzVsM1ZlVmFWZzVHMlgzS0VOVWlfSFNaNGtrSnd0NmhVOTkwbjg0SW5kVnRRcU1GbW5uODVkc25nbGNfdXREcFpzajBscFV0WFJra3Y4RQ?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9848138689994812,neutral,0.9998648166656494,Neutral,0.7657212018966675,government,0.5957911014556885,2024-06-21,BAC,1.73,15.09,11.48,39.849998,39.91,39.369999,39.490002,39.490002,72251500.0
1353,Bank,"Bank of America continues shift toward digital, adjusting physical footprint",ROI-NJ.com,"Dec 7, 2023",https://news.google.com/read/CBMiugFBVV95cUxOZFhCbExlZklZTExidllUU3FUS1RDa01rWTNLdDFpNlczV254QnFuWHE1M3BZQVRwcXFnaEFMaXA2ajlrNDFlZ0NIUjkwYjByUEdkakt3LXhHZWpJbnA3ekUyZ1BmbWdtVDlOWFZHZkgydzl0YldlWklqalItVDFkMkxFak5MTmFYSGdaM04tNU9vcjJndnJXYlZhOU1CZGZ1bmdWLUV3SXNLTlhWTWdISGZJYk5WdVY5eVE?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.876934289932251,neutral,0.9978681802749634,Neutral,0.9033311605453492,government,0.5387474894523621,2023-12-07,BAC,1.73,15.09,11.48,30.59,30.93,30.540001,30.66,30.261478,32699600.0
1354,Bank,"BofA to Add Headcount, Expand Scope for Transition Business",Bloomberg,Mar 11,https://news.google.com/read/CBMirgFBVV95cUxOZ1ZWY0ZYQWxRRWxMSkUwRFM0LWdjZlVIb0lNcHdIWGJobGJCODUtRjNnMlluUE9oTF9Rel9oa3RzWlJvSncxS2JudGJzckFjdVQzZ0xlUTdvYlFwTmFyY19pYmJ4ZGZNXzBsYUYteUpWV3pXeDN5UTBpRXRqSzQ5T1cxUDVOZHl1RWYyVm5veXBvUDFkZDQ4UnNYSGRXcDljZXlmZndoWmV0bEIwalE?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.99914288520813,neutral,0.8737456202507019,Positive,0.8253495097160339,government,0.7637472748756409,2024-03-11,BAC,1.73,15.09,11.48,35.389999,35.93,35.27,35.889999,35.673031,34131500.0
1355,Bank,Guide To Bank Of America Preferred Rewards,Bankrate.com,Apr 30,https://news.google.com/read/CBMijwFBVV95cUxNRHdrcnNUUXByUFF2SjBEcEZJME1EZUNpbXJjWlBtOU5qQTBDZVJPejhmbjlkS2kxTTUxekJZSENlVmdtNHdVNXVYbGZZY1ZlRHc5Z2RzUlJleU5RVTA4Y21CMnF4U1JWVndVMGdZMGNiVmNUenlnWHh5dVIyTGNlaWdwcnprNS1mNzltODkzSQ?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9875882267951964,neutral,0.9998772144317628,Neutral,0.9783211946487428,government,0.4464074075222015,2024-04-30,BAC,1.73,15.09,11.48,37.349998,37.669998,36.98,37.009998,36.786259,30283800.0
1356,Bank,Bank of America vs. Capital One: Which Bank Is Right for You?,The Motley Fool,May 22,https://news.google.com/read/CBMikwFBVV95cUxNNndRTlJhdEhyMEU3aEJGSmgtTWxxbGhqSWc2YWhQcnNvNV9LX1FEdXg0RzhoNDBLVy1fSXd1bWVGXzRTMndQWjhGZXJhLWRTWW1hTVhZNlRDeDBVdUZxeUhEWU5OQTJSVnNXb3NidEFrVndCRUl0dmJpYXdZeE1HTmc1MUlqc1pvNFdocENFdTlOdzg?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9805032014846802,neutral,0.9998788833618164,Neutral,0.9721375703811646,government,0.5426952838897705,2024-05-22,BAC,1.73,15.09,11.48,39.41,39.810001,39.34,39.759998,39.519634,42837600.0
1357,Bank,What Bank of America is doing differently to drive a shift toward digital banking,Tearsheet,Mar 11,https://news.google.com/read/CBMirAFBVV95cUxNTjJXUXRFWHhCX2hxZnhxQUJfbTM1d3hYb0tjVFRER1piODROVzBxSEZCMDBuZEVNdkZoUjNTd2ZGT1VOeHJjYzVHVFppbVNUNFp6czIteGh1TGp6SkoxXzRJd0Noem9GTkdzdTUyVENRWk9lTTA4UFVoMS1WSWtQUGtRbWZDNU9WQjh3dmFTX2YtaC1FYmV4RGpDUVVsSk1oSGQ5Yjl4TVRsaHNI?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9832308292388916,neutral,0.9993709921836852,Neutral,0.9616647362709044,government,0.6595629453659058,2024-03-11,BAC,1.73,15.09,11.48,35.389999,35.93,35.27,35.889999,35.673031,34131500.0
1359,Bank,Bank of America’s hidden losses,Axios,Apr 24,https://news.google.com/read/CBMieEFVX3lxTFB2RmJJZHd2VEJLUGtkbDVqbFlZOE9ETTl0TjNBT0JNUGJObDg5VkxFMWZEYzdYbGUzQTVWMS1Gb2FpOGZ5X0trQTctRVI4c2pDNUlsOVBWR01EeXZ5VzduODNFZ1Y0cDh1dHlsZEtJeWxFWTd4am5vUw?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.996552348136902,neutral,0.99932599067688,Negative,0.7116788029670715,social,0.4079666137695312,2024-04-24,BAC,1.73,15.09,11.48,38.02,38.490002,38.0,38.32,38.088341,28670600.0
1360,Bank,"Top 10 US Banks by Assets: JPMorgan, Bank of America Lead",FinTech Magazine ,May 15,https://news.google.com/read/CBMia0FVX3lxTE1SX3Y3cmpONGk3cnhJTFRpUXFpWjVHTkdSWXljeU1lRFpYVnlGdlFOSFBldmdGLTFMTGd4eFVPQmJvSFBlUG96Y0JVc3I0NHpqT0YtT3RibXREeXE3VkZWLVBuaWhKODVnRm1V?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9982057809829712,neutral,0.9998854398727416,Neutral,0.9756763577461244,social,0.4666080176830292,2024-05-15,BAC,1.73,15.09,11.48,38.799999,39.240002,38.779999,38.91,38.674774,34084400.0
1362,Berkshire,What Does Berkshire Hathaway Own?,The Motley Fool,Mar 21,https://news.google.com/read/CBMijgFBVV95cUxQOWxwelRvY2M3clNyVUJuYjBfeW96cnJfMjQwVUE4RmhxYWFzbmE4dG9FZ3ROMlR1bVpWWFd0MTZkTGZ3dEh4WFJIdGMxS043QUVfNE9rZVJJUVJxaXBLMXZETEtfZEIwSzFJLXBSdnZkcl9xRTBKSFJtWm1WenlGSUNqLU4tUlBjaTZEWURR?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9255302548408508,neutral,0.9998881816864014,Neutral,0.9878346920013428,social,0.4218724370002746,2024-03-21,BRK-B,1.0,4.9,14.8,416.700012,417.829987,413.51001,413.779999,413.779999,3401600.0
1364,Berkshire,"Buffett's Berkshire Hathaway sets, closes at record high",Reuters,Jul 15,https://news.google.com/read/CBMiogFBVV95cUxOOGwxVVVWU2FnWkN2NkVZb1VwODRKSkppemVDc0RtU2NJcHNUVmJoYllON3d5dlBBeENYYVFwdEJlMTZLSndfRUFiZ1NxRno0UHAycUQ2Q2dHek9YMEtBT3RwcW42Q2tJazJtTVlhaVprdnFLZThraFRMdlQ4ck80eUloNVdWVHRyNkdpZzl3dklndlpaeFozR2wxU2I3X1BzREE?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9996734857559204,positive,0.997784435749054,Neutral,0.9466577768325806,social,0.3989491164684295,2024-07-15,BRK-B,1.0,4.9,14.8,425.589996,434.709991,425.299988,434.420013,434.420013,4594900.0
1365,Berkshire,Berkshire Hathaway: The World’s Largest Holding Company,Investing.com,Mar 6,https://news.google.com/read/CBMiekFVX3lxTE9oM2RsNkRyNThqRmQ5UC12OGs4QXV2VWRFd2dITG9UT2pJR1ZZRzJVcjItcE4yNmlfRHRaMEQ5MUMwc2dWTVU3NzB2QWRUUjRVVjNJcG9PNmw2bjJVV2M5QTMyYTQ2cU9vU2pMcmx4ODFXTWdpMkhtZU1B?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9993706345558168,neutral,0.9998756647109984,Neutral,0.9721698760986328,social,0.6058809161186218,2024-03-06,BRK-B,1.0,4.9,14.8,402.179993,407.440002,401.700012,403.959991,403.959991,3839100.0
1366,Berkshire,How To Buy Berkshire Hathaway Stock: Invest In Warren Buffett’s Company,Bankrate.com,May 21,https://news.google.com/read/CBMie0FVX3lxTFBWUnBTNGdJVzZpQXhJNVRWNzVMT3FaRG5nWnJndktWZktmZnlVRXJGQi16dGNXalJVNUNtckZHTGlzcFpodXdYVUhtSXhZUVJycFVCREV6WnRBWXBnYW5HWE9qUjl4OVcxVExPeHNQajUxN0EtZUl0cmFCYw?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9785706400871276,neutral,0.9998760223388672,Neutral,0.986234724521637,social,0.4513164758682251,2024-05-21,BRK-B,1.0,4.9,14.8,413.589996,415.700012,412.559998,414.369995,414.369995,2731900.0
1368,Berkshire,How Warren Buffett Privately Traded in Stocks That Berkshire Hathaway Was Buying and Selling,ProPublica,"Nov 9, 2023",https://news.google.com/read/CBMipgFBVV95cUxNWmZVZ3V1MEFDeFRoR2l4WHBsSWg0SXdYWlY1VzFiajM3X2RnV2hwUXZsV0tTZWxISU16QkUwTkl5SGl2eUlNVjVhcXFmaXVFTm80bVBMM0pkUmV2SHZMLTFDMkhaVkcyc2ZsZllHb3dRRVVlbnd4MDNJb2psYjBoZlVFSnk4a2N4M2NoVkRKeXVtakpjbUdxb1FMOGJLUlpCWUFnUlB3?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9831079840660096,neutral,0.999828577041626,Neutral,0.9894251823425292,social,0.7432307600975037,2023-11-09,BRK-B,1.0,4.9,14.8,347.640015,350.109985,346.880005,348.179993,348.179993,3052100.0
1372,Berkshire,Berkshire Hathaway accelerates sales of China's BYD,Reuters,Jun 25,https://news.google.com/read/CBMiswFBVV95cUxOX0IyZklvQmVkNlVUWG0wc1RCdWJCSDNWekhpNTFIOWVsZmFtcnlhZ3E1Z1hlamt0cmptVVczV1p1ZW1odGZ4Nkx1Y1k5YUItVC1kczFmekdlOTJWLWhYNzJCTTlCYk8wV2pidHRHOUotNXRrWUFVWktIdVAxc0JiNzYyV20ydnE2TmQzZ2RKd2FLNjNPTS1nMEZNV2NiOERnQkxYVjlnb0xBNVdBN2d3R0Q5OA?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9988749623298644,positive,0.999580442905426,Positive,0.9035916924476624,government,0.3789811432361603,2024-06-25,BRK-B,1.0,4.9,14.8,414.0,414.25,409.619995,410.970001,410.970001,3879800.0
1375,Berkshire,"Charlie Munger, who helped Warren Buffett build investment powerhouse Berkshire Hathaway, dies at 99",The Associated Press,"Nov 29, 2023",https://news.google.com/read/CBMiswFBVV95cUxQVkhVakJ6d2d0dVA5cks2UFVPYU1YaTJrMDVuOUMtN0p6VjNaeFE4SjVabkJfVnhpUW8zZ3V2ajZnMS1melZoa2NLYUlMS21xbnpreVZsYVN5RHloQ25WbGlJZ1gyb2o0cXZjNHpCUk5nS2hXYmIyWWtUcWptV2pDRlN0VXJXSnFqaFIzVUNibmRMV2hqdHRhTWRjd1JocWFQeEE4ME5oNjJIM0JEdVBud2F6TQ?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.925950288772583,neutral,0.999638557434082,Neutral,0.9786045551300048,social,0.4755585491657257,2023-11-29,BRK-B,1.0,4.9,14.8,360.950012,361.519989,358.299988,358.690002,358.690002,3141100.0
1378,Berkshire,How Berkshire Hathaway Makes Money,Investopedia,Feb 2,https://news.google.com/read/CBMie0FVX3lxTE56MVlOX3hJeUZINmhzSjYwSjFESnJVN2pWcGJzLThVVlZJUnNRZmxNRWViVTNkS0FjZ1lQYldzaVpMSVJ3T25XZ3ozbzhicnM3SGlYd2ZzM1c2TTBIbXd6RVJzMWpzWWFpeXkzWDNLbm53YUZlVlhUdUJVOA?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9979841709136964,neutral,0.999806582927704,Neutral,0.9714775681495668,social,0.4358709156513214,2024-02-02,BRK-B,1.0,4.9,14.8,386.679993,392.070007,386.440002,390.75,390.75,3806800.0
1379,Berkshire,Warren Buffett’s Berkshire Hathaway reveals new $7 billion stake in Swiss insurer Chubb,The Associated Press,May 15,https://news.google.com/read/CBMiqAFBVV95cUxNVzA4M1JfMzZyaXBOblJ4NkI4NER3cElXbEw4UVFlc3pCVXlhRVNUUnVfaWZFS0dUNmpNaXFKVmg5OGtHR2xxc0V0SmJXZW1KWDktQW1jS21tOUNrWW04bG5QbkN2OV9wSVR0MlAwLVJ6RmllWXp2NjJZTzN5Qm5oUUphQXB0ZEpEMVN2bF9hUUgxeEdOaXgtNi1XbUJuWXhjeUFmQThLMXo?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9935612678527832,neutral,0.9981631636619568,Neutral,0.9707621335983276,social,0.4101254343986511,2024-05-15,BRK-B,1.0,4.9,14.8,410.51001,413.399994,410.100006,412.76001,412.76001,2854600.0
1382,Berkshire,5 Companies Owned by Berkshire Hathaway,Investopedia,Mar 28,https://news.google.com/read/CBMiigFBVV95cUxNZVh5NWNVVkRPZHhFSTJETEszZ2pJemJDWUFpSlNzS0k3aXpkVjNSeVducGVTaERRdC1ZS05JRXhyZzV4WTZ2b24zZldtQjBhTnZlQ3AyQ3ZlSGxjcGl1WW9QNUM5VGNNbEtPSWtiYnQyYUtPTEJUQ200eXVGZlJyaTJFUEJGQ2FfRUE?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9902703762054444,neutral,0.9998821020126344,Neutral,0.985932469367981,social,0.6468275785446167,2024-03-28,BRK-B,1.0,4.9,14.8,417.799988,421.440002,415.850006,420.519989,420.519989,4377400.0
1383,Berkshire,Warren Buffett Stocks: Analyzing the Berkshire Hathaway Portfolio,Kiplinger's Personal Finance,Mar 7,https://news.google.com/read/CBMimAFBVV95cUxONlBuU3VzSkpYc2ZwNm1FaHpGMW50blQxaDJoenVIbDI2OXgtNThBWHdPZmRZNmsyTU9IVnRLdFBEWVZvTUpiQ0dDU1FoOXMtVG9vY3hJeXh6RGVjc3BvVHdsbWsyOGhhUlY1dnB5YmRwMUZDTVhGcWNPS25Xd2l6Ymx4X1VxX0pnRGlrTzM4QjdleXpab01wNw?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9865389466285706,neutral,0.9998477697372437,Neutral,0.9876521825790404,social,0.3978781402111053,2024-03-07,BRK-B,1.0,4.9,14.8,406.109985,406.399994,399.570007,402.390015,402.390015,4181300.0
1384,Berkshire,Warren Buffett’s Berkshire Hathaway sells off some Apple stock,CNN,Feb 15,https://news.google.com/read/CBMingFBVV95cUxOMHJTY0t3UkNDNEhwMzhhZ3ZsdWxsZFdqdWg1SW5LSGtzaEIyMWs5aHNSS0tvSUJmMy1vZ0xvSnhWaU9xSTVDRXNHdTJyQkN0ak84MWdEQW9MOG9sUHc0a290X1JEbmlMYk1jbFVBX3FBT3NVdTJlVU1kSW9Jb1JqaF9NZ1B6ZmwxcVNKVUZ4Z3lydTE0QkZGUElQSS1qZ9IBlAFBVV95cUxQTHVOcHgzRWp3QngyZEhxNWFmeXcxcDctaVIzUS0zTnQ2a2NDUzRlTFlkd3JVbU5lY0szS0p2RTJ0dzNaaUg0ZnA4dmRwd3VpNHc1UnFRTVBqNkV0VmFtMDBteHFpYzAteE9MUC10VExjTXVtc1ZheG4xMVFYSWwtTDMtMVhNT2h2THJSSVBDMXZlNEJw?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.944409430027008,neutral,0.9944891929626464,Neutral,0.9801688194274902,social,0.4317629635334015,2024-02-15,BRK-B,1.0,4.9,14.8,399.140015,404.269989,398.299988,403.450012,403.450012,3076000.0
1388,Berkshire,Berkshire Hathaway Stock No Longer Appears Down 100% As NYSE Fixes Glitch,Forbes,Jun 3,https://news.google.com/read/CBMiwAFBVV95cUxNcEp3b3JHMmR3cEU5YkZiWHRtTjJzSmsxOFhsV3p2ZFA2S2FxVlFyaDEtbmhjVW9td19oSExiQTN0b0R3MzMycHR6TTJUMk9TLWhQWEdRYUUydldzQllGMnJhcUExUHpkaDJVLWhFNm5KQnp0VUNpTWpDdTNjLXVsRW1pWnhiRkN2T2NRbnJxUERYUUVNWUZEaHFJX2YwcmVoWjl4TUFTWjVnMVQyRnM5NF90VGtzcHRVTGVQR3pXYno?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.999572217464447,negative,0.9971140623092652,Negative,0.7866950035095215,neutral,0.3707082569599151,2024-06-03,BRK-B,1.0,4.9,14.8,414.890015,416.720001,408.779999,414.790009,414.790009,4903000.0
1391,Berkshire,Is Berkshire Hathaway a Millionaire Maker?,The Motley Fool,Jul 15,https://news.google.com/read/CBMijAFBVV95cUxNcGppanlBWDFoeGJQYUx1dHdpSkQwUG5jX0pUNEVEZWtFOUp6Mm44LVdaXzl2d000THcxaEpLMUZ4LXhmUGY1NkZwU3ROT2Z6VmJiV3ZScnRoaS1xZF9NUE5mQ3d2c043TVo0NlRUZExhTHF0c3Z0c21NRVZ2MmE1a2ZkQ2prUmFiU3RwYg?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9919596314430236,neutral,0.9998712539672852,Neutral,0.9867061972618104,social,0.5529412031173706,2024-07-15,BRK-B,1.0,4.9,14.8,425.589996,434.709991,425.299988,434.420013,434.420013,4594900.0
1395,Berkshire,Berkshire Hathaway Stock Suffers Worst Loss In 4 Months Day After Glitch In ‘Surprise’ Selloff,Forbes,Jun 4,https://news.google.com/read/CBMi3AFBVV95cUxQRk9MS1p6UnNjbjl6RDFYOXA5T0dyYVZ6elppTjA2T2JYb2h5RG9jazZxTXJ5d1Y0ZVJYME1PcUFLYVBiV084c3dLcWZkU0hwMEN6Um1zQmtnYmNDWGRNY09icjBIbzVKeEtLcDZMM2daS2F0cWY0ZkRjX1dvNEk2ODcwU2pMc0hWbzQyQW1JTUpMbm1INjNyemFiSFN6YkNSbVBXdVpmOG9VMTVBbldiOWxLa2VEcUtrcWN4Wk9GNmNSYmJhQnFTWVRYcllXUE9aNzlJWGZ3M1RpMG85?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9991376399993896,negative,0.9981516003608704,Negative,0.8910318613052368,social,0.4640880227088928,2024-06-04,BRK-B,1.0,4.9,14.8,414.850006,415.890015,406.440002,409.529999,409.529999,4154800.0
1396,Berkshire,Is Berkshire Hathaway Stock a Buy?,The Motley Fool,Jul 1,https://news.google.com/read/CBMiggFBVV95cUxOZWdZSXl6TTVzMG95Q204dHZYZERKXzNhczZuTEphSlV0aDYwWmh3aU5lU2pveGFUaVZidjR5dHdIRzlFNFh6NHpGdk1oM2ppN0xPTWZwWEkyTGpKdnZlQmtsNnp2QnBLd1lQS1NhYmVTWWg5eDY3MHY3azhrYTE4blRn?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9922724962234496,neutral,0.8356803059577942,Neutral,0.9341866970062256,social,0.4922289252281189,2024-07-01,BRK-B,1.0,4.9,14.8,408.089996,409.670013,403.820007,405.190002,405.190002,2974100.0
1397,Berkshire,"Berkshire trims Apple, sheds four stocks, mum on new investment",Reuters,Feb 14,https://news.google.com/read/CBMimwFBVV95cUxQbnBlSGhUVXA0V0ZMVmIyYkdjbmJvVFRvbDhJTlc2R2RmeUJmeVRuOEJUNVc5V1FjRV9vRGNJNzJjd3pMSzRmMF9EYW5JVGozdFJtRVdfWjR6aDFHNHd3Y0dhQ2VpR2NYOHJad0dzbHltTXpHZEtCVkZPdE1pX3pkZlFIRm40bHV1YkNnYklXRElyOWJTOWh1ektaYw?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9808624982833862,neutral,0.9970466494560242,Neutral,0.7112852931022644,neutral,0.7029330730438232,2024-02-14,BRK-B,1.0,4.9,14.8,395.149994,398.859985,393.549988,398.679993,398.679993,2669200.0
1398,Berkshire,"ISS rebukes Buffett's Berkshire Hathaway over climate change, governance",Reuters,Apr 18,https://news.google.com/read/CBMitgFBVV95cUxOWVk4RFhaenJ3YzFIb3VDZHBtdzlVbnlKMjBmNnk0eGhrRHhSUWxzM2xWMWVwRy0zZktWY1dUcEFGSVZKZ1JhNnNwcExHMHZyRjhCQnBJUy1fMHJaSlBVTHNRYWpCRUtyTFRjX2J0MmNCUGpqTVpOM1dRelNFUnpqb2ZyMDFqV0tvNXVQeEVfS045ajZQREtYRkd1ZjlGYl91ZFFMZmtkLUlEa3ZYTWVFTUt1T1hHUQ?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.6714533567428589,neutral,0.9971606731414796,Neutral,0.8281067609786987,environment,0.5868715643882751,2024-04-18,BRK-B,1.0,4.9,14.8,399.700012,402.98999,399.100006,399.890015,399.890015,2669500.0
1399,Berkshire,A Closer Look At Berkshire Hathaway's Chubb Investment,Forbes,Jul 5,https://news.google.com/read/CBMipwFBVV95cUxOR2lBY3hFZUtEZ1k3NnRHZmtldU9SM05ubDRSMFNsakU4OC1lY2hHNjBCYnlvcng4eHdWM05oVjFfYTgtYlpXQ1pZVVg1UHpFRUlENkhOeVRPTjJEcFY0VDQyYThBVzFHZG9pcUJpRUs2UnVxSEtna1FxTXNMYWkxSFEwUTJ4cmdzaGlCdmJBdGZyVTd5TVg5ZDVDZzZTQ2gwYXozeFFrMA?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9990033507347108,neutral,0.9997573494911194,Neutral,0.9788570404052734,social,0.4636979699134826,2024-07-05,BRK-B,1.0,4.9,14.8,406.23999,411.399994,405.029999,411.170013,411.170013,5149200.0
1400,Berkshire,Berkshire Hathaway's final bill to buy all of Pilot? Here's what Warren Buffett paid,Knoxville News Sentinel,Feb 27,https://news.google.com/read/CBMiygFBVV95cUxNQzlsZ2JlZXVTWkhUYkozU1JYRVpfa3JXSUkxUFdEcmNKeDc5YUI0RHpiXzBMM2g2N2lnS3owYXRMNzdxeDJtWVRkMmlwdDF4aVJEdF9uWGVZUWZlSjJMeFN3cTI1RE5CVnhmd3g1XzAtbFoxRzEzYTA2dzRiX3ZtYmhTTzVqcG5URl8wU0ZxNXk2VFpsOUc2UjRuQkRyZnRFVW9GWHFRMlE5ekg1aGRUcnV3U2JtTmJKS01VMHc3ZWE3RlNGeFZDcGhB?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9966501593589784,neutral,0.9998711347579956,Neutral,0.9845473170280457,government,0.5375197529792786,2024-02-27,BRK-B,1.0,4.9,14.8,409.209991,409.959991,401.709991,408.910004,408.910004,4609100.0
1401,Berkshire,Berkshire Hathaway’s Third Quarter 2023 Portfolio Moves,Forbes,"Nov 15, 2023",https://news.google.com/read/CBMiqgFBVV95cUxOUVMyaWRuUFU5bVZiN3hVZFZ0b3c0RkhWcUlXTEk1QjNoMlhpTjYzM1JwNUVlcW9vLWNrejVuWThTQmpJRDFXYlMwdEE0ZUFXRkpWZWM4b3I0WWt3dFRXeV9RMkg1QWhVVUdQMklBTzFoUU9RemV6ejd2SmpkbWkwU05Za3hTU1F4TV84ZmlVRXEzaDFZVE9kYTlkVzRTRzJBT1gtTHZSYlE5dw?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9978813529014589,neutral,0.9962360262870787,Neutral,0.9847846031188964,social,0.3796911239624023,2023-11-15,BRK-B,1.0,4.9,14.8,355.019989,357.309998,354.480011,356.790009,356.790009,3572900.0
1406,Berkshire,Berkshire Hathaway trims stake in China's BYD,Reuters,Jun 17,https://news.google.com/read/CBMitwFBVV95cUxOU00yS2phSk15MWlPN2tNcDV4OG9IX3VMVUdzcENSeXRJZ2JnZkZpMUZLWjZ4N3J4cDhtTmFQRk5SVTFrRDFZN3FZZkp3QWNhSVRaYkc3a3plQ2ROd2R2RHF4UVRtNjB3eloxNTd4SGJQVV9oY25MQW5hY0U0akxrd0tPSmh3R001OGFrUjdxVU0zY01LNnZ6M0l1b0lrUk9BR0M4RWU2bFNBbzBVWTN5ZHZGSl9IWlk?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.8428657650947571,neutral,0.9998701810836792,Neutral,0.9697465300559998,government,0.3658951818943023,2024-06-17,BRK-B,1.0,4.9,14.8,405.179993,407.820007,403.549988,407.320007,407.320007,3406500.0
